Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Language,Photo,Group Membership,E-mail 1 - Type,E-mail 1 - Value,Phone 1 - Type,Phone 1 - Value
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123431828
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124221013
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129692389
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123774075
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128713322
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17174691950
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123275423
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14847672326
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123231784
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129042936
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129730964
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16107791721
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125922514
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124528907
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18143689137
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178458174
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124662922
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125199326
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122712312
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17248227286
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127312973
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124189921
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178807898
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124755395
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125864167
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16108418870
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129694690
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249794594
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17175401487
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125214803
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14847697972
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122507707
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16103336133
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122411952
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123209720
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126084558
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122711030
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127271681
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122775653
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125957899
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17244620676
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18143846038
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124615663
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126911876
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124302165
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124692390
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17176570077
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178488948
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18142822798
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124011500
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127311927
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126099790
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128774139
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125834069
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124412656
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124037166
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126087133
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127987715
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18144647337
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128969050
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246523570
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124224008
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17179170170
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122431314
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129990298
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125455043
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18144607088
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122682436
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18145286632
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127935426
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18144547142
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124252192
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128963528
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124419489
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126211512
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125768746
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125832453
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246521450
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243784995
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127148451
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129211568
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124459097
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246568847
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124801647
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124750334
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249794578
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249313975
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17174593242
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127444232
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128965350
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122473408
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17173796175
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126836998
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123774354
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123221598
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126732712
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124827306
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124213212
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16102166703
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122413967
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127721079
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249815595
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126614739
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124415925
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127511821
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127379072
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126464160
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17173328970
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127592164
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125864078
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17242729190
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125511111
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128412771
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125080418
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17173033376
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122416423
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128530823
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127047377
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14848098578
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125087096
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17176238976
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17176877127
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129042757
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249794435
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127276103
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17248561394
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127271410
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124150193
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126069192
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18146880250
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123221143
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123610753
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124200051
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125512776
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127608877
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123905621
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125867113
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243688930
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125892647
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127933740
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124491075
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123675054
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126824046
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123899783
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17177555228
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124223799
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128530206
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125926978
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246568077
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126089726
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124419812
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124666735
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127984903
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128821296
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124875076
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126132681
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122441760
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123985061
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17177579686
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243757946
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125266666
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124310000
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122423895
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129696459
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123651095
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126062997
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17173292893
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126004902
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16107757175
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124665271
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18147341901
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127271664
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127822196
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126100000
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126913926
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16107740000
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123626043
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17179178971
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17242030103
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124214306
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125864130
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129690866
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243750998
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128961443
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127588986
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126880192
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243785563
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16104851080
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126732687
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178988746
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16107507020
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123632143
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124455113
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127619367
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128330696
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122413920
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128535203
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17179574428
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123622796
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178843151
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126813770
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249794045
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18146880154
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124453512
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122971894
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243466056
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17175426192
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124048573
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18142734202
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127276377
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125961849
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129538196
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14847642267
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124225535
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129318307
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126559367
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128188756
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123638252
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126641371
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16104060957
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123605390
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125892110
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249811355
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126504200
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243750917
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246513820
",,,Imported on 10/31 ::: * myContacts,,,,
